transaction_amount,hour_of_day,day_of_week,transaction_count_24h,avg_transaction_amount_30d,deviation_from_avg,unique_recipients_24h,is_new_recipient,is_anomaly
4603.2,23,6,3,11123.72,-0.5861,1,0,0
590374.14,15,2,4,93060.02,5.344,2,0,0
10229.98,23,4,4,44814.89,-0.7717,2,0,0
15735.93,12,3,2,267265.41,-0.9411,0,0,0
12970.28,23,2,2,63683.15,-0.7963,2,0,0
104080.86,14,0,3,669960.15,-0.8446,1,0,0
174392.67,17,6,2,47093.75,2.703,2,0,0
56042.99,7,6,3,288055.94,-0.8054,1,0,0
126952.49,1,0,5,113653.38,0.117,2,0,0
448944.81,19,2,2,34059.93,12.1807,2,0,0
917.07,8,3,2,66657.67,-0.9862,2,0,0
46578.3,13,5,4,58233.53,-0.2001,1,0,0
46112.72,17,6,4,14686.1,2.1397,0,0,0
292425.89,2,4,2,104436.03,1.8,0,0,0
12070.44,14,4,3,178717.38,-0.9325,2,0,0
73830.19,17,2,4,184743.16,-0.6004,1,0,0
358694.07,8,4,1,57693.06,5.2172,1,0,0
146355.24,18,2,4,21140.48,5.9227,1,0,0
80440.08,15,5,4,177637.4,-0.5472,1,0,0
246808.78,15,6,1,14414.42,16.1212,2,0,0
43235.06,9,3,4,37851.47,0.1422,2,0,0
61597.56,11,2,5,78729.59,-0.2176,2,0,0
16121.47,8,5,4,16775.11,-0.039,0,0,0
54192.18,8,2,2,61338.55,-0.1165,1,0,0
98576.22,21,6,4,65254.16,0.5106,0,0,0
66297.97,19,6,4,53570.0,0.2376,1,0,0
218438.71,2,4,2,224563.18,-0.0273,2,0,0
30165.46,5,2,1,19765.39,0.5261,0,1,0
50008.98,5,6,2,67942.27,-0.2639,1,0,0
21961.15,7,5,3,86672.31,-0.7466,1,0,0
148236.31,5,1,5,226484.62,-0.3455,3,0,0
23668.91,8,2,5,337294.85,-0.9298,0,0,0
57379.5,18,1,5,41418.65,0.3853,1,0,0
74067.99,22,2,2,128269.72,-0.4226,1,0,0
90399.53,19,1,6,25753.01,2.5102,3,0,0
405274.93,8,1,2,20941.2,18.3521,1,0,0
84278.24,1,2,2,36542.33,1.3063,2,1,0
22661.88,7,4,3,167022.69,-0.8643,1,1,0
103740.05,22,0,2,40170.56,1.5825,3,0,0
2146592.39,7,0,0,60928.15,34.231,1,0,0
24855.33,11,0,1,29872.78,-0.168,1,0,0
328691.49,1,5,2,18547.77,16.7204,1,0,1
7852.64,21,4,2,20090.27,-0.6091,4,0,0
111728.54,14,4,4,95791.4,0.1664,2,0,0
71595.9,8,2,5,153827.88,-0.5346,2,0,0
12627.9,1,3,1,28279.84,-0.5534,3,0,0
69283.36,3,2,3,100003.25,-0.3072,2,0,0
30704.94,0,5,3,75906.86,-0.5955,1,0,0
13934.08,7,3,4,34618.96,-0.5975,2,0,0
156895.55,16,2,2,11426.69,12.7295,3,1,0
78852.86,4,0,5,21287.88,2.704,3,0,0
512054.8,4,6,2,6691.18,75.5155,3,0,0
73954.41,16,4,3,224257.47,-0.6702,2,0,0
41383.12,10,3,2,90376.04,-0.5421,2,0,0
348172.73,14,5,2,55694.43,5.2514,1,0,0
63728.97,0,6,3,103607.75,-0.3849,1,0,0
10996.25,12,5,3,83458.55,-0.8682,1,0,0
48103.18,5,6,5,38419.02,0.2521,3,0,0
165637.52,7,2,2,41103.78,3.0297,2,1,0
189370.24,17,5,1,25768.59,6.3486,1,0,0
97729.07,14,2,2,162370.45,-0.3981,2,0,0
21774.81,6,1,0,64751.48,-0.6637,0,0,0
74547.56,7,0,5,132334.35,-0.4367,1,0,0
196844.69,19,2,3,237382.53,-0.1708,3,0,0
23928.39,6,6,4,256746.37,-0.9068,2,0,0
738116.57,5,6,2,41961.92,16.5898,1,1,0
580677.51,10,6,4,443013.73,0.3107,1,0,0
6713.5,13,5,2,19000.09,-0.6466,1,0,0
32747.27,11,5,2,16764.84,0.9533,1,1,0
1444680.77,19,0,3,27741.59,51.0745,2,0,0
13291.94,2,4,3,72448.37,-0.8165,1,0,0
23645.5,5,2,2,15574.02,0.5182,2,0,0
236834.5,16,3,3,28357.54,7.3515,0,0,0
3683.72,13,3,5,25773.5,-0.857,0,0,0
425331.55,0,3,3,32453.43,12.1055,2,0,1
574663.21,2,6,3,46594.36,11.3331,0,0,1
14951.86,21,6,3,241065.17,-0.938,1,1,0
40808.12,8,0,2,26563.35,0.5362,1,0,0
11754.2,19,3,3,92155.18,-0.8724,1,0,0
31630.02,17,3,3,11650.47,1.7148,1,0,0
12266.0,12,5,6,39652.83,-0.6906,1,0,0
47085.35,16,5,3,10288.82,3.576,0,0,0
9680.7,2,5,6,25122.49,-0.6146,0,0,0
91301.3,4,6,4,43059.34,1.1203,1,0,0
412606.8,0,6,5,31533.11,12.0845,2,0,1
17337.06,13,2,3,130220.82,-0.8669,1,0,0
25151.01,13,0,1,92448.97,-0.7279,2,0,0
22367.88,3,6,1,83464.35,-0.732,1,0,0
124800.7,3,2,4,108961.52,0.1454,5,0,0
100299.45,0,2,8,88828.55,0.1291,2,0,0
39616.68,12,0,2,36967.81,0.0717,2,0,0
33380.61,15,0,7,111789.25,-0.7014,3,0,0
13299.57,20,5,3,103168.4,-0.8711,1,0,0
73211.36,13,3,3,50713.13,0.4436,1,0,0
19442.82,13,3,1,296454.19,-0.9344,1,0,0
120992.71,5,0,2,174570.83,-0.3069,1,1,0
53366.59,8,2,4,78750.62,-0.3223,2,1,0
6868.83,15,3,3,267675.69,-0.9743,1,0,0
29716.09,16,5,4,109880.55,-0.7296,1,0,0
48827.58,8,4,6,73185.36,-0.3328,4,0,0
44622.9,2,3,1,82645.99,-0.4601,0,0,0
85981.65,18,2,3,150207.82,-0.4276,1,0,0
83309.6,8,2,1,216269.9,-0.6148,4,0,0
10546.49,10,2,2,30759.23,-0.6571,3,1,0
53159.39,8,6,3,330536.17,-0.8392,2,0,0
134032.8,23,3,2,10098.15,12.2718,3,0,1
23227.66,2,3,4,6559.06,2.5409,1,0,0
15037.29,6,5,3,44585.63,-0.6627,3,1,0
22440.35,14,0,4,325831.2,-0.9311,2,0,0
26111.96,13,4,1,11899.47,1.1943,4,0,0
256266.83,8,2,7,136608.39,0.8759,2,0,0
235822.91,0,4,1,40773.93,4.7836,2,0,0
85376.42,10,5,4,69791.19,0.2233,4,0,0
177034.69,11,4,5,226469.84,-0.2183,1,0,0
41814.18,15,3,1,174201.37,-0.76,1,1,0
4877.2,22,3,0,16068.71,-0.6964,1,0,0
290611.46,10,1,2,20613.9,13.0972,1,1,0
76107.18,9,4,1,163651.92,-0.5349,4,0,0
135496.01,6,2,6,85643.15,0.5821,3,0,0
2538330.52,5,1,1,78159.08,31.4761,0,1,1
899154.63,12,6,3,52882.93,16.0024,2,0,0
35700.8,13,6,4,54254.84,-0.342,2,0,0
79993.54,18,6,2,118641.4,-0.3258,2,1,0
1892.83,4,1,3,112695.14,-0.9832,2,0,0
479.42,9,5,2,156582.98,-0.9969,1,0,0
1087.48,16,4,3,45134.3,-0.9759,3,0,0
90424.62,13,6,4,24857.18,2.6377,0,0,0
36883.46,22,4,2,22030.42,0.6742,0,0,0
20636.08,12,4,2,165141.51,-0.875,0,0,0
169407.49,9,6,5,44298.18,2.8242,0,0,0
124057.57,22,3,1,36857.14,2.3658,2,0,0
27313.67,2,5,7,37081.53,-0.2634,1,1,0
7507.79,15,6,2,4464.74,0.6814,1,0,0
7128.23,13,2,4,36596.56,-0.8052,0,0,0
97620.07,3,4,4,19730.2,3.9475,2,0,0
2671.81,2,2,2,97954.25,-0.9727,3,0,0
15513.12,16,4,3,76496.09,-0.7972,2,0,0
64164.32,6,0,1,32893.98,0.9506,0,0,0
6878.84,12,3,3,85489.49,-0.9195,4,0,0
90761.38,3,5,1,95791.4,-0.0525,1,0,0
26310.89,23,6,1,73273.72,-0.6409,2,0,0
58020.22,5,0,6,74997.14,-0.2264,1,0,0
295280.31,8,5,2,42984.87,5.8693,1,0,0
1356.5,2,3,1,50495.27,-0.9731,3,0,0
31666.33,22,1,0,30163.05,0.0498,1,0,0
132339.08,11,2,4,171966.99,-0.2304,0,0,0
4286.91,10,6,1,24821.94,-0.8273,2,0,0
42324.99,13,5,2,25206.8,0.6791,2,0,0
175292.95,20,0,7,36488.14,3.804,1,0,0
318594.53,9,3,3,345778.03,-0.0786,1,0,0
20227.03,1,4,1,88256.88,-0.7708,1,0,0
30160.4,17,0,5,35800.84,-0.1575,1,0,0
62593.6,5,0,5,32055.7,0.9526,2,0,0
34333.11,20,5,0,89423.97,-0.6161,1,0,0
82142.88,10,1,1,230308.59,-0.6433,1,1,0
35031.03,1,1,4,37617.23,-0.0687,1,0,0
15068.85,6,6,1,17580.6,-0.1429,2,0,0
184863.46,20,2,1,33219.57,4.5648,1,0,0
16835.39,8,5,3,53806.69,-0.6871,1,0,0
158559.78,21,1,0,29247.09,4.4212,1,0,0
444704.19,20,4,2,28504.78,14.6005,2,1,0
898.26,20,1,2,108185.08,-0.9917,1,1,0
8013.61,23,1,3,34617.52,-0.7685,2,0,0
463651.68,16,3,2,20595.15,21.5116,1,0,0
18754.17,3,6,2,21205.74,-0.1156,2,0,0
43033.46,0,3,4,68566.63,-0.3724,1,0,0
1795.89,13,4,4,53132.96,-0.9662,3,0,0
98220.32,2,0,5,59233.13,0.6582,0,1,0
76043.31,11,4,3,41668.44,0.8249,0,0,0
408762.47,14,4,2,45421.52,7.9991,1,1,0
360224.31,23,6,2,108338.58,2.325,4,0,0
61113.44,2,6,2,18369.78,2.3267,1,0,0
5455.25,11,0,1,32329.37,-0.8312,1,0,0
6964.07,5,0,3,220697.84,-0.9684,0,0,0
12983.92,14,4,2,135684.65,-0.9043,0,0,0
210731.57,21,0,2,36530.24,4.7686,1,0,0
52295.62,19,4,2,28300.07,0.8479,2,0,0
80612.61,7,0,2,35357.35,1.2799,0,0,0
555512.7,3,1,7,15256.57,35.4091,0,0,1
236341.06,16,2,2,10263.09,22.0261,0,0,0
97215.0,8,6,4,8072.31,11.0417,1,0,1
10713.8,4,4,2,270416.48,-0.9604,3,0,0
562258.12,18,4,3,173956.41,2.2322,1,0,0
28943.2,12,1,2,23412.96,0.2362,1,0,0
4582.47,17,4,2,23483.77,-0.8048,0,0,0
24960.96,19,0,5,41211.93,-0.3943,4,0,0
15190.87,11,2,4,55699.6,-0.7273,0,0,0
412758.87,10,2,5,149468.17,1.7615,2,1,0
17238.47,2,0,2,14523.45,0.1869,1,0,0
24597.22,11,4,1,44781.79,-0.4507,0,0,0
6894.81,17,2,3,205084.06,-0.9664,3,0,0
85470.45,20,3,1,55151.69,0.5497,3,0,0
83110.2,1,4,1,12247.28,5.7855,3,0,1
18188.8,1,1,4,35525.63,-0.488,0,1,0
388182.97,16,0,5,161300.35,1.4066,2,0,0
45125.86,6,5,3,107764.31,-0.5812,2,0,0
133363.23,16,0,5,14659.96,8.0966,3,1,0
474.86,22,6,4,100210.42,-0.9953,2,0,0
230862.38,10,0,5,46750.24,3.9381,2,0,0
4464.05,3,0,2,281058.66,-0.9841,2,1,0
4878.48,16,1,1,129856.64,-0.9624,0,0,0
88682.63,22,3,4,87038.36,0.0189,1,0,0
184159.96,17,1,3,28961.47,5.3586,1,0,0
62538.3,19,4,1,18057.83,2.4631,1,0,0
346773.19,10,4,3,65326.89,4.3082,2,0,0
244654.42,23,1,4,20858.8,10.7286,2,0,0
90250.44,17,6,3,178634.38,-0.4948,3,0,0
11730.65,12,1,2,63034.3,-0.8139,1,1,0
31394.23,22,6,6,49701.73,-0.3683,1,0,0
174602.3,15,2,2,35714.79,3.8887,0,0,0
27082.11,12,6,3,37080.65,-0.2696,0,0,0
64807.66,0,3,2,243948.22,-0.7343,3,0,0
66729.84,2,2,1,121037.99,-0.4487,1,0,0
711679.39,10,4,2,72279.18,8.8461,1,0,0
37655.63,20,3,0,6654.2,4.6582,1,0,0
39323.23,3,4,2,73495.08,-0.4649,4,0,0
202295.41,4,3,3,28137.9,6.1892,1,0,0
15516.79,7,4,3,140817.39,-0.8898,1,0,0
887651.72,10,5,4,30877.29,27.7468,1,0,0
32994.68,13,4,5,53604.72,-0.3845,0,0,0
339786.37,16,0,4,62658.18,4.4228,1,0,0
27926.86,16,3,6,47285.88,-0.4094,3,0,0
190755.21,5,0,7,82236.68,1.3196,2,0,0
26583.99,8,0,4,198379.02,-0.866,0,1,0
103326.48,2,4,3,66973.51,0.5428,3,0,0
28805.34,5,2,1,49814.41,-0.4217,2,0,0
60881.34,1,1,1,149406.57,-0.5925,0,0,0
175611.69,17,0,7,32635.11,4.3809,1,0,0
36518.04,6,3,3,73795.78,-0.5051,1,0,0
19641.79,11,5,1,69563.68,-0.7176,3,0,0
20277.26,17,3,2,68390.04,-0.7035,3,0,0
29666.32,7,2,3,47386.14,-0.3739,1,0,0
58260.1,5,6,6,238884.6,-0.7561,2,0,0
672.47,19,3,3,23602.52,-0.9715,2,0,0
41952.02,10,0,1,35143.97,0.1937,2,1,0
74768.84,9,1,3,89760.56,-0.167,1,0,0
3252396.16,16,0,1,296337.16,9.9753,2,0,0
72169.71,20,6,4,857908.5,-0.9159,1,1,0
135735.1,10,4,2,17474.47,6.7672,0,0,0
11411493.49,2,0,1,86257.29,131.2945,0,0,1
172302.56,1,4,3,235872.9,-0.2695,1,0,0
16295.47,18,1,3,346061.86,-0.9529,3,0,0
991902.78,0,6,6,65794.05,14.0757,1,0,1
98021.27,3,5,2,794408.71,-0.8766,1,0,0
12352.11,0,1,1,1483691.8,-0.9917,1,0,0
108210.77,7,3,1,67136.13,0.6118,1,0,0
8912.81,3,4,5,80140.87,-0.8888,1,0,0
113242.59,6,4,5,27678.38,3.0913,1,1,0
322552.32,2,6,4,106724.37,2.0223,0,0,0
7737.34,3,3,0,135068.85,-0.9427,2,0,0
4330604.36,9,5,3,73986.2,57.5318,3,1,0
74761.15,5,1,3,51457.26,0.4529,1,0,0
194939.23,13,5,3,14130.31,12.7949,2,0,0
269852.62,21,6,3,164591.86,0.6395,1,0,0
612837.07,22,6,2,426208.65,0.4379,3,0,0
1255.24,19,1,4,136063.98,-0.9908,3,0,0
27306.97,13,2,0,94842.09,-0.7121,0,1,0
18446.91,19,5,0,17230.66,0.0706,2,0,0
1874984.96,22,6,0,55411.64,32.8368,1,0,0
16618.98,3,2,4,15300.33,0.0862,3,0,0
44381.26,20,0,5,87070.66,-0.4903,1,1,0
498416.9,23,3,1,22341.05,21.3085,0,0,0
95712.33,5,5,3,5258.02,17.1998,3,0,0
86895.03,8,4,2,42996.82,1.0209,1,0,0
150684.21,15,5,4,6271.02,23.025,1,0,0
93437.85,17,3,2,96060.94,-0.0273,2,1,0
49399.78,0,0,2,167408.54,-0.7049,3,0,0
97782.52,9,5,1,10844.2,8.0163,0,0,0
1019116.1,13,6,5,127027.78,7.0227,2,0,0
826577.74,2,3,4,4438.4,185.1915,2,0,1
27306.49,3,6,3,42650.32,-0.3598,0,0,0
2038.47,19,6,3,34972.18,-0.9417,3,0,0
134853.52,4,2,0,137537.01,-0.0195,1,0,0
57482.95,10,6,3,24792.68,1.3185,1,1,0
2383.02,0,1,3,19671.49,-0.8788,2,0,0
19637.72,22,0,0,165539.47,-0.8814,0,0,0
330812.3,13,3,4,56091.59,4.8976,1,0,0
687836.94,21,5,1,56289.44,11.2194,2,0,0
270088.94,1,6,3,235469.64,0.147,2,0,0
65526.6,1,1,2,71548.39,-0.0842,4,0,0
454036.63,1,1,6,415684.13,0.0923,1,0,0
16932.27,23,3,1,238512.42,-0.929,0,1,0
498565.32,10,5,1,38046.18,12.1039,3,1,0
53699.66,11,4,3,259240.06,-0.7929,3,0,0
334365.8,1,6,5,41641.06,7.0295,0,0,0
284510.84,5,3,2,109174.71,1.606,2,0,0
40808.62,15,3,3,34579.83,0.1801,0,0,0
115222.92,5,4,2,206067.51,-0.4408,0,0,0
23140.26,5,3,1,21992.6,0.0522,0,0,0
19619.02,10,5,3,230430.4,-0.9149,1,0,0
883439.47,17,2,3,164488.38,4.3708,1,0,0
347710.17,0,3,2,46978.4,6.4014,1,0,0
29324.07,10,2,4,87888.37,-0.6663,2,0,0
4091.8,2,1,5,54800.83,-0.9253,0,0,0
56092.51,5,0,6,65737.63,-0.1467,1,0,0
266559.68,0,0,0,56415.6,3.7249,1,0,0
60146.13,13,6,2,30878.5,0.9478,2,0,0
331682.09,7,1,3,57272.17,4.7912,1,0,0
115395.97,10,0,2,724600.19,-0.8407,0,0,0
24200.37,5,6,3,75405.4,-0.6791,4,0,0
22974.32,10,3,2,31336.89,-0.2669,0,0,0
1220.67,11,5,6,107409.13,-0.9886,1,0,0
160853.31,2,4,2,47417.06,2.3923,1,0,0
37525.36,4,3,3,49092.27,-0.2356,1,0,0
277799.14,9,2,2,29090.01,8.5493,2,0,0
13348.21,5,3,2,33158.25,-0.5974,3,0,0
158232.82,18,5,3,284185.91,-0.4432,0,0,0
198718.22,13,4,1,61897.7,2.2104,1,0,0
128699.72,22,0,3,6854.22,17.7741,2,0,0
95291.1,15,6,2,36834.87,1.5869,3,0,0
94625.56,3,2,5,42946.45,1.2033,2,1,0
142887.69,0,4,1,311770.32,-0.5417,1,0,0
24746.06,23,4,8,359104.1,-0.9311,1,0,0
11638.21,6,1,4,90078.29,-0.8708,1,1,0
139439.16,21,0,3,25810.5,4.4022,1,0,0
102004.88,7,4,4,16826.25,5.0619,3,0,0
220360.48,2,5,1,25024.09,7.8056,2,0,1
67329.93,12,6,4,306191.58,-0.7801,1,1,0
25866.17,13,6,3,94044.52,-0.725,0,0,0
17602.17,4,2,3,161774.15,-0.8912,1,0,0
33088.74,23,4,4,14905.8,1.2198,1,0,0
49521.41,9,0,4,77174.56,-0.3583,0,0,0
40678.61,12,3,1,19203.35,1.1182,1,0,0
291188.22,23,5,1,57375.78,4.075,1,0,0
82693.49,17,2,0,31467.38,1.6279,1,0,0
89585.07,23,3,2,48908.06,0.8317,1,0,0
379735.24,14,5,4,15791.96,23.0447,3,0,0
195374.08,8,1,10,146691.04,0.3319,0,0,0
7201.79,12,3,5,73593.48,-0.9021,1,0,0
219183.98,11,1,0,24908.26,7.7993,0,0,0
52702.19,3,6,3,147052.78,-0.6416,1,0,0
54135.75,22,1,0,55097.54,-0.0175,0,0,0
105559.76,22,2,3,35845.58,1.9448,0,0,0
120040.31,1,0,1,297682.26,-0.5967,0,0,0
50786.42,18,1,3,60651.33,-0.1626,1,0,0
16667.07,8,5,4,23096.3,-0.2784,2,1,0
142660.97,11,5,2,17284.96,7.2531,0,0,0
17468.11,10,6,4,47272.29,-0.6305,2,0,0
3488.18,8,4,5,609473.1,-0.9943,2,0,0
72741.51,14,5,2,21578.21,2.371,1,0,0
23259.55,2,0,4,48790.11,-0.5233,3,1,0
775804.41,4,0,2,253103.74,2.0652,0,0,0
45557.43,3,4,3,71808.99,-0.3656,0,0,0
2032051.51,14,6,4,119694.78,15.9768,0,0,0
453919.16,19,0,2,166721.12,1.7226,1,0,0
18163.94,3,2,2,94459.88,-0.8077,1,1,0
24466.45,14,4,5,48464.18,-0.4952,1,0,0
100973.95,17,5,6,58838.56,0.7161,1,0,0
86363.17,12,2,0,144498.52,-0.4023,2,1,0
4199.8,4,2,1,181512.27,-0.9769,3,1,0
36113.07,3,1,3,21430.98,0.6851,2,1,0
644893.66,15,6,3,711011.87,-0.093,1,0,0
93944.88,3,6,2,25654.3,2.6619,1,0,0
31271.29,3,4,5,57496.05,-0.4561,1,1,0
521.62,22,5,1,26713.62,-0.9804,0,1,0
14734.21,22,4,0,59270.19,-0.7514,3,1,0
347406.43,13,2,1,34482.92,9.0745,0,0,0
44307.89,23,5,1,108730.6,-0.5925,0,0,0
119594.23,15,5,3,148124.6,-0.1926,1,0,0
28326.16,2,0,3,106179.03,-0.7332,4,0,0
37928.75,21,4,1,26539.71,0.4291,0,0,0
37019.11,3,1,0,5704.24,5.4888,0,0,0
6092.58,11,3,6,114888.16,-0.947,1,1,0
113301.34,22,0,3,34678.82,2.2671,1,0,0
81364.34,1,0,2,108284.66,-0.2486,1,1,0
125807.53,22,3,1,29641.79,3.2442,1,0,0
121074.24,15,5,2,32778.45,2.6936,0,0,0
572953.48,13,6,4,67961.24,7.4305,0,0,0
46002.83,11,0,2,280215.3,-0.8358,4,0,0
34328.14,9,5,1,75062.93,-0.5427,3,1,0
9852.96,3,2,2,21644.15,-0.5447,1,0,0
2101.76,10,5,4,27456.77,-0.9234,1,0,0
45981.09,19,4,4,1684018.75,-0.9727,0,0,0
2490.55,11,4,0,2811.71,-0.1142,5,0,0
153056.88,2,1,3,236920.04,-0.354,1,1,0
392550.78,12,6,3,30503.59,11.8686,0,0,0
170142.24,14,5,4,141542.21,0.2021,2,1,0
280955.59,8,3,4,261137.86,0.0759,0,0,0
298898.11,13,2,4,61046.11,3.8962,1,0,0
24399.16,4,3,2,37716.72,-0.3531,0,1,0
595311.7,15,3,4,5851.03,100.7276,2,0,0
326060.91,22,1,6,751463.56,-0.5661,0,0,0
22296.84,6,3,1,205666.67,-0.8916,0,0,0
159273.29,0,0,2,23233.25,5.8552,0,0,1
53965.4,15,1,2,392530.25,-0.8625,0,0,0
9906.87,3,1,5,42943.77,-0.7693,2,0,0
1607726.92,0,1,3,62540.33,24.7066,0,0,1
15753.6,10,0,3,26781.07,-0.4117,2,0,0
35673.89,15,6,4,43873.3,-0.1869,1,0,0
80429.29,15,4,1,34337.75,1.3423,1,0,0
4637.41,19,3,2,73287.88,-0.9367,1,0,0
39622.5,4,1,2,119019.43,-0.6671,0,1,0
129987.83,20,0,2,26906.73,3.8309,1,0,0
23079.23,22,1,3,98171.9,-0.7649,1,1,0
21065.46,7,0,2,6483.31,2.2488,1,0,0
372843.73,4,0,2,45699.65,7.1584,3,0,0
42791.14,15,5,2,21800.02,0.9629,4,0,0
23578.74,3,1,2,14795.57,0.5936,3,1,0
14087.6,6,1,3,33090.72,-0.5743,2,0,0
19132.98,9,4,5,250931.39,-0.9237,3,0,0
62069.86,0,2,2,42198.02,0.4709,1,0,0
407832.39,17,5,5,147666.45,1.7618,0,0,0
329958.63,6,4,3,131856.08,1.5024,3,0,0
22870.23,2,1,1,59417.78,-0.6151,1,1,0
6950.72,21,0,4,36001.6,-0.8069,2,0,0
260661.95,0,4,4,74363.51,2.5052,2,0,0
36755.86,5,4,1,16411.22,1.2396,2,0,0
11269.07,18,2,8,19961.77,-0.4354,2,0,0
40756.2,2,1,3,39324.2,0.0364,0,1,0
836645.72,8,1,4,31798.63,25.31,3,0,0
3041539.73,10,1,3,152950.55,18.8856,3,0,0
44412.94,9,5,1,14258.82,2.1146,1,0,0
87264.97,0,0,6,85756.07,0.0176,1,0,0
145887.1,1,5,4,72882.02,1.0017,1,0,0
589056.82,8,4,1,64100.39,8.1895,1,0,0
344345.2,19,6,3,305533.21,0.127,0,0,0
634379.31,2,2,2,17431.41,35.3909,2,0,1
28979.31,21,3,2,21641.98,0.339,2,0,0
1004248.36,8,4,3,50641.23,18.8303,1,0,0
31463.55,18,5,2,57760.31,-0.4553,3,1,0
41676.2,2,2,1,45368.63,-0.0814,4,0,0
16683.02,14,1,4,67794.94,-0.7539,0,0,0
102064.71,16,6,3,65741.61,0.5525,0,0,0
142133.71,21,2,2,18426.91,6.713,1,0,0
24311.13,16,4,3,152057.75,-0.8401,0,0,0
10102.84,3,0,1,7601.26,0.3291,3,0,0
407676.65,11,3,5,41042.1,8.9329,1,0,0
47397.12,19,1,3,90026.41,-0.4735,1,0,0
497560.6,8,2,2,198783.64,1.503,3,1,0
78912.27,4,0,2,18794.68,3.1985,2,0,1
158248.28,11,3,1,6381.35,23.7948,5,1,0
8962.73,5,0,3,81278.36,-0.8897,2,1,0
67439.09,9,6,2,78771.5,-0.1439,2,0,0
398260.95,2,5,3,436603.91,-0.0878,2,0,0
6562.73,23,2,5,402679.08,-0.9837,1,0,0
263401.26,4,0,1,86871.28,2.0321,3,1,0
43451.03,10,3,2,259966.57,-0.8329,0,0,0
18522.64,20,5,1,1241206.75,-0.9851,1,0,0
108863.05,23,6,3,147277.33,-0.2608,1,0,0
2369.69,1,0,5,235221.55,-0.9899,2,0,0
66504.6,14,3,4,88865.84,-0.2516,2,0,0
76383.21,17,5,2,181886.23,-0.58,2,0,0
61606.34,17,6,3,43139.02,0.4281,0,1,0
11077.68,21,2,4,30389.35,-0.6355,4,0,0
39988.62,10,3,3,25425.02,0.5728,0,0,0
160654.3,6,3,6,35295.15,3.5516,1,0,0
44807.24,12,6,4,29341.8,0.5271,5,0,0
9814.1,12,5,2,28281.12,-0.653,1,0,0
21259.28,8,2,1,48819.31,-0.5645,2,0,0
60476.74,1,0,0,67758.32,-0.1075,3,0,0
218073.34,22,1,1,14270.25,14.2807,2,0,0
7750.56,1,0,4,93518.6,-0.9171,1,0,0
289570.1,16,6,2,132162.33,1.191,0,0,0
211603.03,19,5,3,33300.26,5.3542,0,0,0
132069.97,13,0,0,113244.95,0.1662,2,0,0
93085.43,15,5,3,80128.75,0.1617,2,0,0
66979.25,1,0,3,65886.28,0.0166,1,0,0
172524.82,23,2,1,20350.59,7.4773,4,0,0
19757.37,19,1,4,76751.69,-0.7426,2,0,0
679536.33,2,4,5,125025.55,4.4351,1,1,1
290985.21,12,6,2,21021.17,12.8419,2,0,0
119044.45,20,3,2,27319.25,3.3574,1,0,0
17146.96,4,5,5,29219.8,-0.4132,2,0,0
238443.0,20,1,2,248555.64,-0.0407,3,0,0
163687.1,18,2,3,78380.96,1.0883,1,1,0
32723.48,11,6,6,27409.45,0.1939,1,0,0
1173511.53,3,4,6,666894.02,0.7597,2,0,0
41034.57,11,4,3,364632.86,-0.8875,0,0,0
62045.04,20,0,4,99090.21,-0.3738,1,0,0
61841.58,3,1,1,129257.94,-0.5216,5,0,0
2920.5,20,5,4,50166.78,-0.9418,4,0,0
257770.12,6,0,2,145595.74,0.7704,4,0,0
156004.14,19,2,8,23646.46,5.5971,1,0,0
277689.87,16,0,2,13358.62,19.7858,2,0,0
262092.72,11,2,4,62428.33,3.1982,0,0,0
240270.08,22,4,1,103383.49,1.3241,2,0,0
767891.49,11,0,2,47813.88,15.0597,1,0,0
2969.14,10,4,4,80342.58,-0.963,1,0,0
122161.96,9,0,6,234898.62,-0.4799,0,0,0
93462.6,9,3,1,49560.21,0.8858,0,0,0
327793.28,9,5,3,44400.05,6.3826,4,1,0
647716.5,21,3,1,554200.35,0.1687,0,0,0
165550.09,9,6,6,562647.06,-0.7058,2,0,0
17500.01,6,2,1,49544.93,-0.6468,0,1,0
48726.71,0,5,6,38306.63,0.272,2,0,0
393725.64,10,3,2,49324.18,6.9823,0,0,0
45476.02,21,3,3,19183.75,1.3705,2,0,0
144044.51,10,0,1,55581.08,1.5916,1,0,0
466162.17,21,3,2,44972.55,9.3653,1,0,0
1198618.72,9,0,7,110146.9,9.8819,1,0,1
88921.94,10,5,5,341708.9,-0.7398,2,0,0
271449.3,5,0,4,62502.55,3.343,1,0,0
322354.54,8,2,6,23330.13,12.8165,0,0,0
40552.55,8,1,2,29084.15,0.3943,0,0,0
1031552.0,10,0,1,33776.23,29.5399,5,0,0
1066934.2,20,0,6,68764.75,14.5155,3,1,0
42962.39,13,4,5,43552.54,-0.0135,0,0,0
98940.72,15,4,1,74321.69,0.3312,0,0,0
14238.17,3,1,2,442414.05,-0.9678,2,0,0
586057.89,5,0,4,115915.85,4.0559,1,0,0
16105.02,6,1,4,102679.24,-0.8431,3,0,0
433985.22,12,1,1,8907.26,47.7173,2,0,0
589453.22,23,5,4,172406.94,2.419,1,0,0
400969.22,3,5,5,31456.48,11.7464,1,1,1
11133.23,8,1,2,46789.13,-0.762,0,0,0
13475.77,6,4,3,18038.0,-0.2529,0,0,0
7431.88,13,4,2,105245.59,-0.9294,0,0,0
